"total_amount","price","quantity","discount","categoryElectronics","categoryFashion","categoryGrocery","categoryHome","categorySports","categoryToys",".fitted",".resid"
138.03,46.01,3,0,0,0,1,0,0,0,249.019066900884,-110.989066900884
117.07,146.34,1,0.2,0,0,0,0,1,0,124.178127093372,-7.1081270933725
279.32,69.83,5,0.2,1,0,0,0,0,0,458.416726453843,-179.096726453843
48.53,53.92,1,0.1,0,1,0,0,0,0,12.6746893414855,35.8553106585145
10.58,11.76,1,0.1,0,1,0,0,0,0,-49.969767845729,60.549767845729
36.78,38.72,1,0.05,0,0,0,0,0,1,-0.818553271398345,37.5985532713983
11.26,11.85,1,0.05,0,0,0,0,0,0,-40.7439936086957,52.0039936086957
14.68,14.68,1,0,0,0,0,0,0,1,-27.4469240041821,42.1269240041821
99.64,117.22,1,0.15,1,0,0,0,0,0,78.097248299769,21.542751700231
16.2,18,1,0.1,0,0,1,0,0,0,-40.6979127022703,56.8979127022703
262.87,276.71,1,0.05,1,0,0,0,0,0,333.263419034157,-70.393419034157
171.11,171.11,1,0,0,0,0,1,0,0,197.706624953392,-26.5966249533918
157.68,175.2,1,0.1,1,0,0,0,0,0,173.340281231486,-15.6602812314858
48.02,28.25,2,0.15,0,1,0,0,0,0,80.3970282826338,-32.3770282826338
30.87,30.87,1,0,0,0,1,0,0,0,-3.39062035472752,34.2606203547275
145.35,145.35,1,0,1,0,0,0,0,0,147.171026827657,-1.82102682765745
646.65,808.31,1,0.2,1,0,0,0,0,0,1095.87801862296,-449.228018622957
6.12,2.04,3,0,0,0,1,0,0,0,183.685177372378,-177.565177372378
72.95,27.02,3,0.1,0,0,0,0,1,0,194.981257612269,-122.031257612269
107.29,153.27,1,0.3,0,0,0,1,0,0,116.646355495641,-9.35635549564114
1722.49,1722.49,1,0,1,0,0,0,0,0,2490.60269685241,-768.11269685241
110.8,55.4,2,0,0,0,0,0,0,1,148.014650073248,-37.2146500732482
93.15,103.5,1,0.1,0,0,0,1,0,0,79.0625777095462,14.0874222904538
83.78,41.89,2,0,0,1,0,0,0,0,127.940489337971,-44.1604893379714
244.36,122.18,2,0,0,0,0,1,0,0,239.959575054689,4.40042494531141
195.23,216.92,1,0.1,0,0,0,1,0,0,247.590431935682,-52.3604319356817
42.96,22.61,2,0.05,0,0,0,0,0,0,90.2007887863591,-47.2407887863591
8.47,4.46,2,0.05,0,0,0,0,0,1,63.2321716623567,-54.7621716623567
37.83,37.83,1,0,0,0,0,0,0,1,6.95106422836103,30.878935771639
44.59,44.59,1,0,0,0,0,0,0,1,16.995573967108,27.594426032892
511.86,255.93,2,0,0,0,0,0,1,0,438.34004104816,73.5199589518402
60.49,63.67,1,0.05,0,0,0,0,1,0,28.6170418560006,31.8729581439994
32.86,34.59,1,0.05,0,0,0,0,1,0,-14.5921805112716,47.4521805112716
4.5,4.5,1,0,0,0,0,0,0,1,-42.5731235811708,47.0731235811708
21.22,21.22,1,0,0,0,0,0,0,0,-17.7293065942109,38.9493065942109
21.92,10.96,2,0,0,0,0,0,0,0,81.9823996605391,-60.0623996605391
246.28,64.81,4,0.05,0,0,0,0,1,0,375.181265777174,-128.901265777174
83.88,83.88,1,0,1,0,0,0,0,0,55.834338419259,28.045661580741
6.37,6.37,1,0,0,0,0,0,0,1,-39.7945387865766,46.1645387865766
8.17,8.6,1,0.05,0,0,1,0,0,0,-45.5730848292471,53.7430848292471
13.94,14.67,1,0.05,0,1,0,0,0,0,-36.5538283034788,50.4938283034788
9.25,9.25,1,0,0,0,0,0,0,0,-35.5152210280572,44.7652210280572
48.06,56.54,1,0.15,1,0,0,0,0,0,-12.06559947348,60.12559947348
3.49,3.49,1,0,0,0,0,0,0,1,-44.073856545096,47.563856545096
12.06,6.03,2,0,0,0,0,0,0,0,74.657039747518,-62.597039747518
230.2,115.1,2,0,0,0,0,0,1,0,229.084374405005,1.11562559499546
102.82,102.82,1,0,1,0,0,0,0,0,83.9767961784109,18.8432038215891
41.61,43.8,1,0.05,0,0,0,0,0,1,6.72968777487892,34.8803122251211
76.63,80.66,1,0.05,0,1,0,0,0,0,61.4990115870404,15.1309884129596
177.16,177.16,1,0,0,0,0,0,1,0,206.340952834735,-29.1809528347354
13.63,13.63,1,0,0,0,0,0,0,0,-29.0070919369756,42.6370919369756
13.46,15.84,1,0.15,0,0,0,0,1,0,-60.6364132824582,74.0964132824582
227.55,75.85,3,0,1,0,0,0,0,0,273.816319957894,-46.2663199578936
125.08,125.08,1,0,0,0,0,0,1,0,128.956623368176,-3.87662336817623
49.84,52.46,1,0.05,0,0,0,0,0,1,19.5973585348713,30.2426414651287
33.6,35.37,1,0.05,0,0,0,1,0,0,-13.0779874583488,46.6779874583488
1037.21,272.95,4,0.05,0,0,0,1,0,0,684.806337443494,352.403662556506
57.04,57.04,1,0,0,1,0,0,0,0,35.4947080273741,21.5452919726259
40.47,15.87,3,0.15,0,0,1,0,0,0,176.958681187363,-136.488681187363
127.62,127.62,1,0,0,0,0,0,1,0,132.730743891315,-5.11074389131485
48.96,16.32,3,0,0,0,0,0,1,0,197.266494554151,-148.306494554151
13.19,13.19,1,0,0,0,1,0,0,0,-29.6608765945272,42.8508765945272
31.84,37.46,1,0.15,0,1,0,0,0,0,-20.8748459049098,52.7148459049098
42.64,47.38,1,0.1,0,0,0,0,0,0,2.9570719315144,39.6829280684856
110.42,64.95,2,0.15,0,0,0,0,1,0,127.291645515103,-16.8716455151032
19.72,10.38,2,0.05,0,0,1,0,0,0,72.0285470548688,-52.3085470548688
118.15,124.37,1,0.05,0,0,0,1,0,0,119.164818273674,-1.01481827367438
113.72,126.35,1,0.1,0,0,0,1,0,0,113.014803675577,0.705196324423142
216,216,1,0,1,0,0,0,0,0,252.148040591336,-36.1480405913364
545.4,109.08,5,0,1,0,0,0,0,0,553.105471884205,-7.70547188420528
38.5,48.12,1,0.2,0,0,0,1,0,0,-21.409227802809,59.909227802809
802.12,222.81,4,0.1,1,0,0,0,0,0,588.953080235436,213.166919764564
364.24,364.24,1,0,1,0,0,0,0,0,472.414035217349,-108.174035217349
8.08,8.98,1,0.1,0,0,1,0,0,0,-54.1004981820776,62.1804981820776
21.65,21.65,1,0,0,0,1,0,0,0,-17.0903806788764,38.7403806788764
47.08,47.08,1,0,0,1,0,0,0,0,20.6954007791612,26.3845992208388
10.25,10.25,1,0,0,0,0,0,0,1,-34.0293468063491,44.2793468063491
46.56,15.52,3,0,0,0,0,0,0,1,203.714761881004,-157.154761881004
65.19,68.62,1,0.05,0,0,0,1,0,0,36.3273304134464,28.8626695865536
5.86,6.51,1,0.1,0,1,0,0,0,0,-57.7706075096967,63.6306075096967
149.39,157.25,1,0.05,1,0,0,0,0,0,155.760884508905,-6.37088450890454
465.16,244.82,2,0.05,1,0,0,0,0,0,400.83566587336,64.3243341266396
27.3,7.8,5,0.3,0,0,0,0,0,1,367.60509108589,-340.30509108589
354.8,177.4,2,0,0,0,0,1,0,0,322.009549577411,32.7904504225887
204.83,204.83,1,0,0,0,0,0,1,0,247.455092549399,-42.6250925493992
9.89,11.63,1,0.15,0,0,0,0,0,0,-59.2549770516307,69.1449770516307
13.23,13.23,1,0,0,0,0,1,0,0,-36.883197169887,50.113197169887
727.21,727.21,1,0,1,0,0,0,0,0,1011.74180147075,-284.531801470747
47.35,47.35,1,0,0,1,0,0,0,0,21.0965868190224,26.2534131809776
1.9,2.11,1,0.1,0,0,0,0,0,1,-64.3084540852124,66.2084540852124
14.07,15.63,1,0.1,0,0,0,0,0,1,-44.2194346077186,58.2894346077186
83.07,83.07,1,0,1,0,0,0,0,0,54.6307802996754,28.4392197003246
414.18,414.18,1,0,1,0,0,0,0,0,546.618593849453,-132.438593849453
204.12,85.05,3,0.2,0,0,0,0,1,0,263.022447583832,-58.9024475838323
125.16,125.16,1,0,0,1,0,0,0,0,136.712460010132,-11.5524600101316
50.51,59.42,1,0.15,0,0,0,0,1,0,4.11798529958187,46.3920147004181
66.02,66.02,1,0,0,0,0,0,0,0,48.8378585383131,17.1821414616869
131.64,188.06,1,0.3,0,0,0,0,1,0,167.984708508876,-36.3447085088762
503.74,503.74,1,0,1,0,0,0,0,0,679.693489145632,-175.953489145632
8.16,8.59,1,0.05,0,0,1,0,0,0,-45.5879435714642,53.7479435714642
201.47,223.86,1,0.1,1,0,0,0,0,0,245.642920859803,-44.1729208598032
213.14,213.14,1,0,1,0,0,0,0,0,247.898440317251,-34.7584403172513
7.61,7.61,1,0,0,1,0,0,0,0,-37.9520547516585,45.5620547516585
13.26,13.26,1,0,0,0,1,0,0,0,-29.5568653990076,42.8168653990076
569.7,569.7,1,0,1,0,0,0,0,0,777.7017528095,-208.0017528095
57.6,28.8,2,0,0,0,0,0,0,1,108.490395775812,-50.8903957758121
284.02,334.14,1,0.15,1,0,0,0,0,0,400.413084472695,-116.393084472695
183.96,193.64,1,0.05,1,0,0,0,0,0,209.831847436863,-25.8718474368632
72.22,25.34,3,0.05,0,0,0,0,0,1,209.214001181098,-136.994001181098
15.96,16.8,1,0.05,0,0,0,0,0,1,-33.3889162112405,49.3489162112405
144.44,38.01,4,0.05,0,0,0,0,0,1,342.996803339615,-198.556803339615
20.7,20.7,1,0,0,1,0,0,0,0,-18.5019611894992,39.2019611894992
3.91,4.12,1,0.05,0,0,0,0,0,1,-52.2298013424995,56.1398013424995
51.05,51.05,1,0,1,0,0,0,0,0,7.05308772058124,43.9969122794188
215.43,71.81,3,0,0,1,0,0,0,0,287.354621820954,-71.924621820954
123.9,130.42,1,0.05,0,0,0,1,0,0,128.154357315009,-4.25435731500852
140.16,70.08,2,0,1,0,0,0,0,0,150.286049929162,-10.1260499291623
47.89,47.89,1,0,0,0,0,0,0,0,21.8989588987448,25.9910411012552
17,18.89,1,0.1,0,0,0,0,0,0,-39.3754846449501,56.3754846449501
9.15,9.15,1,0,0,0,1,0,0,0,-35.663808450228,44.813808450228
62.54,31.27,2,0,0,0,0,0,0,0,112.160505103431,-49.6205051034311
142.58,142.58,1,0,0,0,0,1,0,0,155.314633408059,-12.734633408059
7.36,7.36,1,0,0,0,0,0,0,1,-38.3235233070855,45.6835233070855
55.88,55.88,1,0,0,1,0,0,0,0,33.7710939301927,22.1089060698073
101.72,50.86,2,0,0,0,0,0,0,0,141.268781106693,-39.5487811066933
211.58,211.58,1,0,1,0,0,0,0,0,245.580476531387,-34.0004765313866
20.73,21.82,1,0.05,0,1,0,0,0,0,-25.9298276182657,46.6598276182657
4.52,4.52,1,0,0,0,0,0,0,0,-42.5434060967366,47.0634060967366
86.16,101.37,1,0.15,0,0,0,0,1,0,66.4504089002377,19.7095910997623
456.84,507.6,1,0.1,1,0,0,0,0,0,667.244872527267,-210.404872527267
111.15,69.47,2,0.2,0,0,0,0,0,1,132.552718144363,-21.402718144363
53.84,13.46,4,0,0,0,1,0,0,0,315.61063675376,-261.77063675376
34.21,34.21,1,0,0,1,0,0,0,0,1.57219954577762,32.6378004542224
55.81,55.81,1,0,0,0,0,0,0,1,33.6670827346731,22.1429172653269
14.69,14.69,1,0,0,1,0,0,0,0,-27.432065261965,42.122065261965
33.19,33.19,1,0,0,0,0,0,0,0,0.0566078396353191,33.1333921603647
9.8,9.8,1,0,0,0,0,0,0,1,-34.6979902061177,44.4979902061177
243.24,270.27,1,0.1,0,0,0,1,0,0,326.86182166381,-83.6218216638102
494.42,494.42,1,0,1,0,0,0,0,0,665.845141399313,-171.425141399313
12.29,12.94,1,0.05,0,0,0,0,0,0,-39.1243907070338,51.4143907070338
31.32,31.32,1,0,0,0,0,0,0,1,-2.72197695495886,34.0419769549589
730.18,768.61,1,0.05,1,0,0,0,0,0,1064.16494869238,-333.984948692384
260.14,144.52,2,0.1,1,0,0,0,0,0,242.710435878956,17.4295641210441
15.88,18.68,1,0.15,0,0,0,0,0,1,-48.7795637885884,64.6595637885884
31.75,31.75,1,0,0,1,0,0,0,0,-2.08305103962437,33.8330510396244
299.71,352.6,1,0.15,0,0,0,1,0,0,440.101800779961,-140.391800779961
1215.55,1215.55,1,0,1,0,0,0,0,0,1737.35361889969,-521.803618899693
85.62,85.62,1,0,1,0,0,0,0,0,58.4197595650311,27.2002404349689
21.38,22.5,1,0.05,0,0,0,0,0,0,-24.9194331475042,46.2994331475041
40.93,21.54,2,0.05,0,0,0,0,0,0,88.6109033691314,-47.6809033691314
524.05,104.81,5,0,0,1,0,0,0,0,566.302022676273,-42.2520226762729
198.38,208.82,1,0.05,0,0,0,1,0,0,244.646896296926,-46.2668962969255
49.1,54.56,1,0.1,0,0,0,1,0,0,6.34389329915056,42.7561067008494
82.58,82.58,1,0,0,0,0,0,1,0,65.8069689455809,16.7730310544191
19.28,11.34,2,0.15,0,0,0,0,0,1,55.2708951935494,-35.9908951935494
10.57,10.57,1,0,0,0,0,0,0,1,-33.5538670554025,44.1238670554025
476.69,476.69,1,0,1,0,0,0,0,0,639.500591448428,-162.810591448428
659.89,347.31,2,0.05,1,0,0,0,0,0,553.122914856226,106.767085143774
39.2,39.2,1,0,0,0,0,1,0,0,1.70495636787299,37.495043632127
21.07,21.07,1,0,0,0,0,0,0,1,-17.9521877274671,39.0221877274671
135.39,35.63,4,0.05,0,1,0,0,0,0,339.46042269195,-204.07042269195
10.2,10.2,1,0,0,0,0,0,0,1,-34.1036405174345,44.3036405174345
57.9,72.37,1,0.2,1,0,0,0,0,0,2.36374389908002,55.53625610092
772,908.24,1,0.15,1,0,0,0,0,0,1253.45347515533,-481.45347515533
27.05,27.05,1,0,0,0,1,0,0,0,-9.06665988165255,36.1166598816526
335.12,167.56,2,0,1,0,0,0,0,0,295.12906906127,39.9909309387297
117.01,117.01,1,0,0,0,0,1,0,0,117.320829558982,-0.310829558982192
93.01,103.34,1,0.1,0,1,0,0,0,0,86.1065933783011,6.90340662169892
273.76,288.17,1,0.05,1,0,0,0,0,0,350.291537614932,-76.5315376149322
6.75,6.75,1,0,0,0,0,0,0,0,-39.2299065823275,45.9799065823275
18.01,9.48,2,0.05,0,0,1,0,0,0,70.6912602553315,-52.6812602553315
84.71,47.06,2,0.1,0,0,0,0,1,0,109.801401245824,-25.0914012458245
35.1,35.1,1,0,0,1,0,0,0,0,2.89462760309786,32.2053723969021
156.19,195.24,1,0.2,0,0,0,0,1,0,196.8373765349,-40.6473765348998
220.83,220.83,1,0,1,0,0,0,0,0,259.324813082187,-38.4948130821868
42.36,42.36,1,0,0,0,0,0,0,0,13.6820744526988,28.6779255473012
121.15,44.87,3,0.1,0,0,0,1,0,0,221.85932362975,-100.70932362975
49.29,49.29,1,0,0,1,0,0,0,0,23.9791828091361,25.3108171908639
64.6,64.6,1,0,0,0,0,0,1,0,39.0909504392688,25.5090495607312
1163.78,1225.03,1,0.05,1,0,0,0,0,0,1742.34766096441,-578.567660964406
5.74,3.02,2,0.05,0,0,0,0,0,0,61.092512783097,-55.352512783097
10.35,10.89,1,0.05,0,0,0,0,0,1,-42.1704328615355,52.5204328615355
83.15,87.53,1,0.05,0,1,0,0,0,0,71.7069674901752,11.4430325098248
29.42,29.42,1,0,0,1,0,0,0,0,-5.5451379762043,34.9651379762043
47.77,34.12,2,0.3,0,0,0,0,1,0,54.2060065886029,-6.43600658860285
39.74,39.74,1,0,0,0,0,0,0,1,9.78908399182356,29.9509160081764
49.04,49.04,1,0,0,1,0,0,0,0,23.6077142537091,25.4322857462909
44.99,44.99,1,0,0,1,0,0,0,0,17.5899236557912,27.4000763442088
286.76,60.37,5,0.05,0,0,0,0,1,0,483.540760002265,-196.780760002265
13.43,13.43,1,0,0,1,0,0,0,0,-29.3042667813172,42.7342667813172
226.27,94.28,3,0.2,0,0,0,0,1,0,276.737066650198,-50.4670666501983
278.72,278.72,1,0,1,0,0,0,0,0,345.34207177687,-66.6220717768701
73.83,77.72,1,0.05,0,0,0,1,0,0,49.8487858309903,23.9812141690097
16.98,17.87,1,0.05,0,0,0,0,1,0,-39.4359974982315,56.4159974982315
133.73,148.59,1,0.1,0,0,0,1,0,0,146.060646366366,-12.3306463663656
337.19,374.66,1,0.1,1,0,0,0,0,0,469.712753493388,-132.522753493388
117.82,117.82,1,0,0,0,0,1,0,0,118.524387678566,-0.704387678565794
10.14,11.93,1,0.15,0,1,0,0,0,0,-58.8092147851183,68.9492147851183
167.24,167.24,1,0,1,0,0,0,0,0,179.696813540848,-12.4568135408483
512.5,256.25,2,0,1,0,0,0,0,0,426.911253784564,85.5887462154361
1298.62,480.97,3,0.1,1,0,0,0,0,0,857.58959354213,441.03040645787
4.32,4.32,1,0,0,0,1,0,0,0,-42.8405809410782,47.1605809410782
168.68,168.68,1,0,0,0,0,0,1,0,193.74073943465,-25.0607394346505
18.18,6.06,3,0,0,0,1,0,0,0,189.658391743645,-171.478391743645
812.2,406.1,2,0,1,0,0,0,0,0,649.569505907526,162.630494092474
60.1,70.71,1,0.15,0,0,0,0,0,0,28.5304719668853,31.5695280331147
388.48,457.03,1,0.15,1,0,0,0,0,0,583.012167578407,-194.532167578407
73.33,73.33,1,0,1,0,0,0,0,0,40.1583653802383,33.1716346197617
68.57,72.18,1,0.05,0,0,0,1,0,0,41.6170426427273,26.9529573572726
241.92,94.87,3,0.15,0,0,0,0,1,0,286.705777998086,-44.7857779980858
372.18,413.53,1,0.1,1,0,0,0,0,0,527.468684491183,-155.288684491183
62.39,65.67,1,0.05,0,0,0,1,0,0,31.9440014594074,30.4459985405926
231.97,231.97,1,0,1,0,0,0,0,0,275.877451912015,-43.9074519120152
72.09,72.09,1,0,0,0,0,1,0,0,50.5753595198532,21.5146404801468
142.49,167.64,1,0.15,0,0,0,1,0,0,165.274504732826,-22.7845047328257
125.39,125.39,1,0,0,1,0,0,0,0,137.054211081124,-11.6642110811245
79.8,39.9,2,0,0,0,0,0,0,0,124.983599636772,-45.1835996367723
52.4,10.48,5,0,0,0,0,0,0,0,426.139507342545,-373.739507342545
155.48,43.19,4,0.1,0,1,0,0,0,0,341.601586250984,-186.121586250984
95.63,95.63,1,0,0,0,0,1,0,0,85.5528386988625,10.0771613011375
24.12,12.06,2,0,0,0,0,1,0,0,76.3351057601899,-52.2151057601899
320.39,376.93,1,0.15,0,0,0,1,0,0,476.253120594119,-155.863120594119
11.47,14.34,1,0.2,0,0,0,0,0,1,-64.3203034678813,75.7903034678813
687.35,981.93,1,0.3,1,0,0,0,0,0,1335.67140988176,-648.321409881763
23.46,23.46,1,0,0,0,0,0,0,1,-14.4009483375847,37.8609483375847
55.73,65.56,1,0.15,0,1,0,0,0,0,20.8782197250885,34.8517802749115
64.76,64.76,1,0,0,0,0,0,1,0,39.3286903147421,25.4313096852579
56.07,26.7,3,0.3,0,0,1,0,0,0,165.774562337223,-109.704562337223
11.1,3.7,3,0,0,0,1,0,0,0,186.151728580414,-175.051728580414
431.08,431.08,1,0,0,0,0,1,0,0,583.989346370853,-152.909346370853
46.89,52.1,1,0.1,0,1,0,0,0,0,9.97039825797675,36.9196017420232
12.26,12.9,1,0.05,0,0,0,0,0,0,-39.1838256759021,51.4438256759021
71.11,71.11,1,0,0,1,0,0,0,0,56.4009583268074,14.7090416731926
28.89,28.89,1,0,0,0,0,0,0,1,-6.3326513137096,35.2226513137096
500.77,156.49,4,0.2,0,0,0,0,1,0,484.130077752136,16.6399222478638
7.51,8.83,1,0.15,0,0,0,0,0,1,-63.4154248724134,70.9254248724134
13.42,13.42,1,0,0,0,0,1,0,0,-36.6008810677625,50.0208810677625
51.21,56.9,1,0.1,0,0,0,0,0,0,17.1025945221757,34.1074054778243
1138.18,569.09,2,0,1,0,0,0,0,0,891.752145303734,246.427854696266
145.3,60.54,3,0.2,0,0,0,0,1,0,226.603670409766,-81.3036704097662
33.94,33.94,1,0,0,0,0,1,0,0,-6.11074203831176,40.0507420383118
93.3,93.3,1,0,0,0,0,1,0,0,82.0907517622826,11.2092482377174
33.05,9.18,4,0.1,0,0,0,0,0,1,291.06700397069,-258.01700397069
6.24,6.24,1,0,0,0,0,0,0,1,-39.9877024353986,46.2277024353986
65.65,19.31,4,0.15,0,0,0,0,0,0,297.026864279514,-231.376864279514
368.12,92.03,4,0,0,1,0,0,0,0,432.355774353368,-64.2357743533676
106.04,124.75,1,0.15,0,0,0,1,0,0,101.545359363764,4.49464063623577
37.86,37.86,1,0,0,1,0,0,0,0,6.99564045501228,30.8643595449877
3432.8,1716.4,2,0,1,0,0,0,0,0,2596.51049861168,836.289501388317
150.46,150.46,1,0,0,0,0,0,1,0,166.668111115128,-16.2081111151284
22.71,23.91,1,0.05,0,0,0,0,1,0,-30.4613171991144,53.1713171991144
16.2,8.1,2,0,0,0,1,0,0,0,77.7327993864539,-61.5327993864539
78.5,92.35,1,0.15,0,0,0,1,0,0,53.403034580421,25.096965419579
12.08,13.42,1,0.1,0,0,1,0,0,0,-47.5032166376935,59.5832166376935
183.87,61.29,3,0,0,1,0,0,0,0,271.723225008584,-87.8532250085844
48.73,48.73,1,0,0,0,0,0,1,0,15.5101265407609,33.2198734592391
7.03,7.03,1,0,0,0,1,0,0,0,-38.8138618002492,45.8438618002492
19.7,20.74,1,0.05,0,0,0,0,1,0,-35.1715384819292,54.8715384819292
18.97,22.32,1,0.15,0,0,0,1,0,0,-50.652737165799,69.622737165799
167.28,196.8,1,0.15,0,0,0,1,0,0,208.602597037835,-41.3225970378346
53.22,53.22,1,0,0,0,0,0,0,1,29.8186685004491,23.4013314995509
3.5,3.89,1,0.1,0,0,1,0,0,0,-61.663597970572,65.163597970572
347.76,347.76,1,0,0,0,0,1,0,0,460.186306218132,-112.426306218132
8.74,10.28,1,0.15,0,0,0,0,0,1,-61.2609072509367,70.0009072509367
29,29,1,0,0,0,1,0,0,0,-6.16920514932171,35.1692051493217
12.6,6.3,2,0,0,1,0,0,0,0,75.0582257873793,-62.4582257873793
15.75,22.5,1,0.3,0,0,0,1,0,0,-77.6614164771304,93.4114164771304
8.51,8.51,1,0,0,0,1,0,0,0,-36.6147679521212,45.1247679521212
97.61,97.61,1,0,0,1,0,0,0,0,95.7766252020728,1.83337479792725
35.22,17.61,2,0,0,0,0,0,0,0,91.8634632348981,-56.6434632348981
759.6,189.9,4,0,0,0,0,0,1,0,570.141317727723,189.458682272277
166.88,185.42,1,0.1,1,0,0,0,0,0,188.525915777343,-21.6459157773428
4.79,4.79,1,0,0,0,0,0,0,1,-42.1422200568754,46.9322200568754
351.85,351.85,1,0,0,0,0,1,0,0,466.263531784918,-114.413531784918
20.48,20.48,1,0,0,0,0,1,0,0,-26.1106090625031,46.5906090625031
209.22,130.76,2,0.2,0,0,0,0,1,0,215.984982488635,-6.76498248863527
292.49,292.49,1,0,0,0,0,1,0,0,378.062037984324,-85.572037984324
40.61,11.28,4,0.1,0,1,0,0,0,0,294.187339836277,-253.577339836277
20.94,20.94,1,0,0,0,0,0,0,0,-18.1453513762892,39.0853513762892
13.81,7.67,2,0.1,0,1,0,0,0,0,58.9097823569601,-45.0997823569601
272.58,90.86,3,0,0,0,0,1,0,0,308.378770200266,-35.7987702002656
497.85,553.17,1,0.1,1,0,0,0,0,0,734.956160810506,-237.106160810506
7.76,9.13,1,0.15,0,0,0,0,0,1,-62.969662605901,70.729662605901
44.97,44.97,1,0,0,0,0,1,0,0,10.2784506271289,34.6915493728711
144.22,144.22,1,0,1,0,0,0,0,0,145.491988957127,-1.27198895712726
29.53,32.81,1,0.1,0,0,0,0,0,1,-18.692115478773,48.222115478773
1109.36,1232.62,1,0.1,1,0,0,0,0,0,1744.53340075009,-635.173400750091
42.08,9.35,5,0.1,0,0,0,0,0,0,406.276378357856,-364.196378357856
15.29,16.99,1,0.1,0,0,0,0,1,0,-49.8356123704143,65.1256123704142
34.86,11.62,3,0,0,1,0,0,0,0,197.919852416342,-163.059852416342
297.27,371.59,1,0.2,1,0,0,0,0,0,446.967028518585,-149.697028518585
353.93,416.39,1,0.15,1,0,0,0,0,0,522.626239208189,-168.696239208189
35.44,8.86,4,0,0,0,1,0,0,0,308.775615333903,-273.335615333903
72.52,18.13,4,0,0,0,0,0,1,0,314.912702664918,-242.392702664918
114.26,134.42,1,0.15,0,1,0,0,0,0,123.19551863191,-8.93551863190997
135.72,135.72,1,0,0,1,0,0,0,0,152.403291791369,-16.6832917913694
53.26,59.18,1,0.1,0,0,0,0,1,0,12.8534210434515,40.4065789565485
224.67,236.49,1,0.05,0,0,0,1,0,0,285.761036011589,-61.0910360115894
111.64,117.52,1,0.05,0,1,0,0,0,0,116.268335399202,-4.6283353992019
266.52,280.55,1,0.05,1,0,0,0,0,0,338.969176045516,-72.4491760455164
20.09,20.09,1,0,0,0,0,0,0,1,-19.4083444647411,39.4983444647411
17.47,18.39,1,0.05,0,0,1,0,0,0,-31.0263761987245,48.4963761987245
114.11,114.11,1,0,0,1,0,0,0,0,120.293549860257,-6.1835498602568
80.33,80.33,1,0,1,0,0,0,0,0,50.5594849321952,29.7705150678048
67.68,67.68,1,0,1,0,0,0,0,0,31.7631760275874,35.9168239724126
150.1,158,1,0.05,0,0,0,1,0,0,169.134768349719,-19.0347683497186
13.32,7.4,2,0.1,0,1,0,0,0,0,58.5085963170989,-45.1885963170989
163.11,85.85,2,0.05,1,0,0,0,0,0,164.62624084842,-1.51624084841976
246.81,82.27,3,0,0,0,0,1,0,0,295.615110635793,-48.8051106357927
44.67,14.89,3,0,0,1,0,0,0,0,202.778661121327,-158.108661121327
3178.32,794.58,4,0,1,0,0,0,0,0,1456.71547509565,1721.60452490435
49.61,49.61,1,0,0,0,0,0,1,0,16.817695855864,32.792304144136
24.11,24.11,1,0,0,0,0,0,0,0,-13.4351300934744,37.5451300934744
2.19,2.19,1,0,0,0,0,0,0,1,-46.0054930333166,48.1954930333166
34.36,40.42,1,0.15,0,1,0,0,0,0,-16.4766582086538,50.8366582086538
589.77,589.77,1,0,1,0,0,0,0,0,807.523248439182,-217.753248439182
464.69,464.69,1,0,0,0,0,1,0,0,633.929578962463,-169.239578962463
46.23,24.33,2,0.05,0,0,0,0,0,1,92.7564924476971,-46.5264924476971
16.13,16.13,1,0,0,1,0,0,0,0,-25.2924063827053,41.4224063827053
24.46,27.18,1,0.1,0,1,0,0,0,0,-27.0575873469897,51.5175873469897
105.45,105.45,1,0,1,0,0,0,0,0,87.8846453815033,17.5653546184967
6.43,6.43,1,0,0,0,1,0,0,0,-39.7053863332741,46.1353863332741
11.85,11.85,1,0,0,0,1,0,0,0,-31.651948051616,43.501948051616
215.77,75.71,3,0.05,0,0,0,0,1,0,276.420519024317,-60.6505190243173
101.39,106.73,1,0.05,0,1,0,0,0,0,100.235752546971,1.15424745302876
5.84,6.49,1,0.1,0,0,0,0,0,1,-57.8003249941308,63.6403249941309
16.93,16.93,1,0,0,0,0,0,0,0,-24.1037070053388,41.0337070053388
324.96,108.32,3,0,0,0,0,0,1,0,333.966922951299,-9.00692295129892
192.12,80.05,3,0.2,0,0,0,0,0,1,263.23004317951,-71.1100431795104
50.49,16.83,3,0,0,1,0,0,0,0,205.661257111441,-155.171257111441
49.14,24.57,2,0,0,0,1,0,0,0,102.205147817987,-53.0651478179867
12.98,13.66,1,0.05,0,0,1,0,0,0,-38.054561267404,51.034561267404
6.52,6.52,1,0,0,0,0,0,0,0,-39.5716576533204,46.0916576533204
160.67,160.67,1,0,0,0,0,0,1,0,181.838886918768,-21.1688869187684
70.62,35.31,2,0,0,0,0,1,0,0,110.881681414904,-40.2616814149038
109.06,128.31,1,0.15,0,0,0,0,1,0,106.479860433055,2.58013956694538
9.25,9.74,1,0.05,0,0,0,0,0,0,-43.8791882164998,53.1291882164998
36.06,36.06,1,0,0,1,0,0,0,0,4.32106685593766,31.7389331440623
80.18,80.18,1,0,0,1,0,0,0,0,69.8778375177001,10.3021624822999
87.13,108.91,1,0.2,0,0,0,0,1,0,68.5618549748374,18.5681450251626
